Company_Name,Job_Role,Experience,Location,Salary,Date_posted,Review,Rating
Taskus,Quality Supervisor/Quality Lead - Navi Mumbai,2-6 Yrs,Navi Mumbai,5-7 Lacs PA,6 Days Ago,1676 Reviews,3.3
Transasia Bio Medicals,Trainee - ERP (SCM),0-1 Yrs,Mumbai,Not disclosed,6 Days Ago,368 Reviews,3.3
Sterling And Wilson Renewable Energy,Electrical Draughstman,3-8 Yrs,"Navi Mumbai, Mumbai (All Areas)(Chembur)",Not disclosed,6 Days Ago,105 Reviews,4.1
Sterling And Wilson Renewable Energy,MEP Design Engineer,3-8 Yrs,"Navi Mumbai, Mumbai (All Areas)(Chembur)",Not disclosed,6 Days Ago,105 Reviews,4.1
Avantor,"Area Sales Manager - Chromatography, Mumbai",5-10 Yrs,Remote,Not disclosed,6 Days Ago,269 Reviews,3.6
2coms,Qatar calling! Exciting Job Opportunities For Nurses To start their Ca,2-7 Yrs,Mumbai,Not disclosed,6 Days Ago,402 Reviews,3.4
Times Strategic Solutions Limited,"Exhibitions Head - Kalina, Santacruz",13-19 Yrs,"Mumbai, Mumbai Suburban, Mumbai (All Areas)",40-55 Lacs PA,6 Days Ago,4 Reviews,3.1
IKS HEALTH,Talent Acquisition - Analyst/Specialist,1-3 Yrs,Mumbai,2.5-6 Lacs PA,6 Days Ago,2361 Reviews,3.6
DMart,Looking For HR Officer,1-3 Yrs,"Mumbai, Mumbai (All Areas)",1.5-2.75 Lacs PA,6 Days Ago,4758 Reviews,3.9
Jio,L2 Engineer ESOC Incident Management,5-8 Yrs,Remote,Not disclosed,6 Days Ago,24236 Reviews,4.0
UFO Moviez,Business Operations,6-11 Yrs,"Mumbai, Mumbai Suburban",Not disclosed,6 Days Ago,156 Reviews,3.3
Compass Business Management,Junior Project Coordinator,0-2 Yrs,Mumbai(Andheri),1.5-2 Lacs PA,6 Days Ago,,
Airtel,Assitance Manager - CLS Operation,2-7 Yrs,"Chennai, Mumbai (All Areas)",3.5-5.5 Lacs PA,6 Days Ago,14209 Reviews,3.9
Leading Indian MNC,SOC Analyst Lead- L3 ( Andheri),8-13 Yrs,Mumbai Suburban,Not disclosed,6 Days Ago,,
Capgemini,Splunk Admin,4-7 Yrs,"Hybrid - Mumbai Suburban, Navi Mumbai, Mumbai (All Areas)",Not disclosed,6 Days Ago,43852 Reviews,3.7
Rigved Infotech,Service Desk L1&L2- Navi Mumbai (WFO),3-8 Yrs,"Thane, Navi Mumbai, Mumbai (All Areas)",Not disclosed,6 Days Ago,3 Reviews,3.0
ICICI Lombard,Customer Relationship Manager,0-5 Yrs,"Mumbai, Navi Mumbai",1.5-2.5 Lacs PA,6 Days Ago,51 Reviews,4.6
Navneet Education,Digital Production Executive,1-2 Yrs,Mumbai(Lower Parel),2.75-3.5 Lacs PA,6 Days Ago,60 Reviews,4.5
ICICI Lombard,Sal upto 16k - Fresher - Telesales - Mumbai,0-5 Yrs,"Thane, Navi Mumbai, Mumbai (All Areas)",1-3 Lacs PA,6 Days Ago,51 Reviews,4.6
Jio,Windows SME,10-16 Yrs,Navi Mumbai,10-16 Lacs PA,6 Days Ago,24236 Reviews,4.0
Godrej & Boyce (G&B),Project Manager | Godrej Interio | Mumbai,3-8 Yrs,Mumbai,Not disclosed,6 Days Ago,3166 Reviews,3.9
2coms,Mainframe Cobol Developer // Mumbai // 2-10 years,2-7 Yrs,Mumbai,Not disclosed,6 Days Ago,402 Reviews,3.4
Renowned Client,Data Engineer HR,2-6 Yrs,Navi Mumbai,22.5-25 Lacs PA,6 Days Ago,,
EY,Director Finance,15-24 Yrs,"Navi Mumbai, Mumbai (All Areas)",Not disclosed,6 Days Ago,11291 Reviews,3.4
Alivus Life Sciences (Formerly know as Glenmark Life Sciences),Research Officer- Alivus Life Sciences,4-7 Yrs,Navi Mumbai,Not disclosed,6 Days Ago,540 Reviews,3.8
"operates in the business areas of Care Chemicals, Adsorbents",Exim Coordinator on Randstad India Pvt Payroll Job,2-5 Yrs,"Thane, Panvel, Navi Mumbai",2-5 Lacs PA,6 Days Ago,,
Teleperformance (TP),Assistant Training Manager,5-10 Yrs,Mumbai,5-6.5 Lacs PA,6 Days Ago,30929 Reviews,3.9
Infosys,SAP FICO_SAP Worksoft Testing,3-8 Yrs,"Kolkata, Delhi / NCR, Mumbai (All Areas)",Not disclosed,3 Days Ago,41033 Reviews,3.6
Accenture,GN-Song-MT-Brand/Creative Strategy-Jr. Copywriter-Sr Analyst,4-9 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Service Delivery Ops Associate Manager,10-14 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Deutsche Bank,"NDPMS Portfolio Manager, VP",15-20 Yrs,Mumbai,Not disclosed,7 Days Ago,3604 Reviews,3.9
Deutsche Bank,"Capital & Liquidity Management Senior Analyst, AVP",4-8 Yrs,Mumbai,Not disclosed,7 Days Ago,3604 Reviews,3.9
NCR Corporation,AR Collection Analyst,2-4 Yrs,Mumbai,Not disclosed,7 Days Ago,1631 Reviews,3.7
NCR Corporation,IM Helpdesk Executive,2-4 Yrs,Mumbai,Not disclosed,7 Days Ago,1631 Reviews,3.7
NCR Corporation,Finance Analyst,2-5 Yrs,Mumbai,Not disclosed,7 Days Ago,1631 Reviews,3.7
NCR Corporation,AP Analyst,4-7 Yrs,Mumbai,Not disclosed,7 Days Ago,1631 Reviews,3.7
NCR Corporation,Finance Analyst,3-5 Yrs,Mumbai,Not disclosed,7 Days Ago,1631 Reviews,3.7
NCR Corporation,Cash Applications Specialist,1-5 Yrs,Mumbai,Not disclosed,7 Days Ago,1631 Reviews,3.7
Capgemini,SQA,4-9 Yrs,Mumbai,Not disclosed,7 Days Ago,43852 Reviews,3.7
IBM,Applied AI in Banking - Senior Managing Consultant,15-25 Yrs,Mumbai,Not disclosed,7 Days Ago,23161 Reviews,4.0
IBM,Application Architect-Microservices,5-10 Yrs,Mumbai,Not disclosed,7 Days Ago,23161 Reviews,4.0
IBM,Application Developer-Experience Front End,3-5 Yrs,Navi Mumbai,Not disclosed,7 Days Ago,23161 Reviews,4.0
IBM,Application Developer-Java & Web Technologies,3-5 Yrs,Navi Mumbai,Not disclosed,7 Days Ago,23161 Reviews,4.0
IBM,Application Developer-IT Service Management,5-10 Yrs,Mumbai,Not disclosed,7 Days Ago,23161 Reviews,4.0
IBM,Application Developer-SAP ABAP HANA,3-7 Yrs,Mumbai,Not disclosed,7 Days Ago,23161 Reviews,4.0
IBM,Customer Success Manager Architect,6-11 Yrs,Mumbai,Not disclosed,7 Days Ago,23161 Reviews,4.0
IBM,Application Developer,2-5 Yrs,Mumbai,Not disclosed,7 Days Ago,23161 Reviews,4.0
IBM,Data Analytics - Advanced Analytics,2-6 Yrs,Mumbai,Not disclosed,7 Days Ago,23161 Reviews,4.0
IBM,Brand Sales Specialist,5-10 Yrs,Mumbai,Not disclosed,7 Days Ago,23161 Reviews,4.0
IBM,AIX Admin L2,8-13 Yrs,Navi Mumbai,Not disclosed,7 Days Ago,23161 Reviews,4.0
Indusind Bank,Associate Manager - Credit Administration,3-5 Yrs,Mumbai,Not disclosed,7 Days Ago,11465 Reviews,3.5
Indusind Bank,Manager - Credit Administration,5-7 Yrs,Mumbai,Not disclosed,7 Days Ago,11465 Reviews,3.5
Indusind Bank,Senior Business Development Manager,7-10 Yrs,Mumbai,Not disclosed,7 Days Ago,11465 Reviews,3.5
Indusind Bank,Business Development Manager,5-7 Yrs,Mumbai,Not disclosed,7 Days Ago,11465 Reviews,3.5
Indusind Bank,KAM Acquisition,4-6 Yrs,Mumbai,Not disclosed,7 Days Ago,11465 Reviews,3.5
Indusind Bank,Senior Credit Analyst,7-10 Yrs,Mumbai,Not disclosed,7 Days Ago,11465 Reviews,3.5
Indusind Bank,Deputy Branch Manager,4-6 Yrs,Mumbai,Not disclosed,7 Days Ago,11465 Reviews,3.5
NCR Corporation,AR Disputes Analyst,2-4 Yrs,Mumbai,Not disclosed,7 Days Ago,1631 Reviews,3.7
Capgemini,Global Analyst Relations,3-6 Yrs,Mumbai,Not disclosed,7 Days Ago,43852 Reviews,3.7
NCR Corporation,Accounts Payable Analyst,2-4 Yrs,Mumbai,Not disclosed,7 Days Ago,1631 Reviews,3.7
NCR Corporation,AR Collection Analyst,2-4 Yrs,Mumbai,Not disclosed,7 Days Ago,1631 Reviews,3.7
Accenture,Communication Specialist,5-8 Yrs,Navi Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Customer Service,1-3 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Database Administrator,10-15 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,India Market Unit - Manager- Management Consulting Energy,7-11 Yrs,"Mumbai, New Delhi, Delhi / NCR",Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Digital Content Management Associate,1-3 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,HR Service Delivery Associate,1-3 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Order To Cash Operations Associate,1-3 Yrs,Navi Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Service Delivery Ops Associate Manager,10-14 Yrs,Navi Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Record To Report Ops Senior Analyst,8-12 Yrs,Navi Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Record To Report Ops Associate,1-3 Yrs,Navi Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Order To Cash Operations Associate,1-3 Yrs,Navi Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Record To Report Ops Associate,1-3 Yrs,Navi Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Order To Cash Operations Analyst,3-5 Yrs,Navi Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Order To Cash Operations Senior Analyst,5-8 Yrs,Navi Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Service Delivery Ops Associate Manager,10-14 Yrs,Navi Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Procure To Pay Operations Analyst,3-5 Yrs,Navi Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Record To Report Ops Analyst,3-5 Yrs,Navi Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Record To Report Ops Specialist,7-11 Yrs,Navi Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Procure To Pay Operations Analyst,3-5 Yrs,Navi Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Procure To Pay Operations Analyst,3-5 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Service Delivery Ops Associate Manager,10-14 Yrs,Navi Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Copywriting Senior Analyst,5-8 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Copywriting Analyst,3-5 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Business Transformation Senior Manager,16-25 Yrs,Navi Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Business Transformation Assoc Director,18-28 Yrs,Navi Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Campaign Management Sr Analyst,5-8 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Service Delivery Ops Associate Manager,10-14 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Record To Report Ops Analyst,3-5 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Talent Supply Demand Analyst,3-5 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Communications Strategist Manager,12-16 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,HR Service Delivery Associate,1-3 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,HR Service Delivery Analyst,3-5 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Record To Report Ops Associate,1-3 Yrs,Navi Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,VA02 Service Delivery Ops Analyst,3-5 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Record To Report Ops Analyst,3-5 Yrs,Navi Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Record To Report Ops Senior Analyst,5-8 Yrs,Navi Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Record To Report Ops Associate,1-3 Yrs,Navi Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,HR Service Delivery Specialist,8-12 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Network & Svcs Operation Analyst,3-5 Yrs,Navi Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Business Interlock Senior Analyst,5-8 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Business Interlock Analyst,3-5 Yrs,Navi Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Business Interlock Analyst,3-5 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Trust & Safety Associate,1-3 Yrs,Navi Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Trust & Safety Associate,1-3 Yrs,Navi Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Trust & Safety Associate,1-3 Yrs,Navi Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,PPSM Specialist,7-11 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Media & Graphics Design Senior Analyst,5-8 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Media & Graphics Design Senior Analyst,5-8 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Marketing Engagement Senior Analyst,5-8 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Copywriting Analyst,3-5 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Deutsche Bank,"Business Management Senior Analyst, AS",5-7 Yrs,Mumbai,Not disclosed,7 Days Ago,3604 Reviews,3.9
Accenture,Campaign Management Sr Analyst,5-8 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Business Transformation Assoc Manager,10-14 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Supply Chain Plan&Analyt Senior Analyst,5-8 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Record To Report Ops Specialist,7-11 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,I&F Decision Sci Practitioner Specialist,7-11 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,I&F Decision Sci Practitioner Assoc Mgr,10-14 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,I&F Decision Sci Practitioner Analyst,3-5 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Campaign Management Analyst,3-5 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Campaign Management Assoc Manager,10-14 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Campaign Management Analyst,3-5 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Campaign Management Analyst,3-5 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Campaign Management Specialist,7-11 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
NCR Corporation,AR Collections Team Leader,2-6 Yrs,Mumbai,Not disclosed,7 Days Ago,1631 Reviews,3.7
Accenture,"Data Eng, Mgmt & Governance Sr Analyst",5-8 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
NCR Corporation,AP Analyst,2-4 Yrs,Mumbai,Not disclosed,7 Days Ago,1631 Reviews,3.7
NCR Corporation,Finance Analyst,3-5 Yrs,Mumbai,Not disclosed,7 Days Ago,1631 Reviews,3.7
Accenture,"Data Eng, Mgmt & Governance Assoc Mgr",10-14 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
NCR Corporation,AP Analyst,4-8 Yrs,Mumbai,Not disclosed,7 Days Ago,1631 Reviews,3.7
Accenture,Business Transformation Specialist,7-11 Yrs,Navi Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,I&F Decision Sci Practitioner Assoc Mgr,10-14 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,"Data Eng, Mgmt & Governance Sr Analyst",5-8 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,I&F Decision Sci Practitioner Specialist,7-11 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Customer Contact Comms Associate,1-3 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Inbound Sales Representative New Assoc,1-3 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Inbound Sales Representative New Assoc,1-3 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Record To Report Ops Senior Analyst,5-8 Yrs,Navi Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Record To Report Ops Associate,1-3 Yrs,Navi Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Record To Report Ops Associate,1-3 Yrs,Navi Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Application Developer,5-7 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,I&F Decision Sci Practitioner Manager,13-18 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Business Advisory Associate,1-3 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,HR Service Delivery Associate,1-3 Yrs,Navi Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Integration Engineer,5-10 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Digital Content Management Analyst,3-5 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Digital Content Management Analyst,3-5 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Digital Content Management Associate,1-3 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Digital Content Management Sr Analyst,5-8 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Digital Content Management Associate,1-3 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Customer Service Associate,1-3 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Digital Content Management Analyst,3-5 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Digital Content Management Analyst,3-5 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Digital Content Management Associate,1-3 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Digital Content Management Sr Analyst,5-8 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Digital Content Management Specialist,7-11 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Business Process Designer,7-12 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Application Lead,7-11 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Application Lead,5-10 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Application Lead,5-10 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Application Developer,12-16 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
NCR Corporation,Finance Sr. Analyst,3-5 Yrs,Mumbai,Not disclosed,7 Days Ago,1631 Reviews,3.7
Accenture,Application Developer,7-10 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Application Developer,7-10 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Application Developer,7-12 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Application Developer,12-16 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Infra Tech Support Practitioner,5-10 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Application Developer,3-7 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,I&F Decision Sci Practitioner Associate,1-3 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Digital Content Management Analyst,3-5 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Recruiting Specialist,7-11 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Business Interlock Specialist,7-11 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Business Interlock Senior Analyst,5-8 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Business Advisory Associate,1-3 Yrs,Navi Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Application Lead,5-9 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Business Interlock Manager,13-18 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Recruiting Senior Analyst,5-8 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Software Development Lead,5-10 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Health Operations Associate,1-3 Yrs,Navi Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Service Delivery Ops Specialist,7-11 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,HR Service Delivery Analyst,3-5 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Technology Architect,12-17 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Application Lead,5-9 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Business Interlock Manager,13-18 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Recruiting Senior Analyst,5-8 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Software Development Lead,5-10 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Health Operations Associate,1-3 Yrs,Navi Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Service Delivery Ops Specialist,7-11 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,HR Service Delivery Analyst,3-5 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Technology Architect,12-17 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Sales Ex - COE - Client Success -Power BI Senior Analyst,3-8 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Technology Architect,15-20 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Technology Consulting Practitioner,5-10 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Technology Architect,12-17 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Application Lead,7-12 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Sales Ex - COE - Avanade Tools & Reporting Lead,10-14 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Quality Assurance Lead,7-12 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Technology Consulting Practitioner,15-20 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Motion Design Senior Analyst,5-8 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Technology Architect,15-20 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Software Development Lead,7-12 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Technology Architect,12-17 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Motion Design Senior Analyst,5-8 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Technology Architect,15-20 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Software Development Lead,7-12 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Technology Architect,12-17 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Technology Account Lead,12-17 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Solution Architect,15-20 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Sales Ex - COE - Client Success - Data Engineering Specialist,4-9 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Technology Architect,12-17 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Procure To Pay Operations Specialist,7-11 Yrs,Navi Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Sales Ex - COE - Avanade Analytics Support Specialist,2-5 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Application Developer,12-17 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Application Tech Support Practitioner,2-4 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Test Automation Engineer,5-10 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Technology Architect,12-17 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Technology Architect,15-20 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Technology Architect,15-20 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Application Developer,5-10 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Application Lead,7-12 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Application Support Engineer,2-4 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Func & Ind Intelligence Senior Analyst,5-8 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Func & Ind Intelligence Senior Analyst,5-8 Yrs,Mumbai,Not disclosed,7 Days Ago,59125 Reviews,3.8
